,comp_name,comp_rating,comp_reviews,comp_type,location,salaries
289,HDFC Sales,3.9 (3k),3k,Financial Services , Mumbai +349 other locations,3k
290,CMS IT Services,3.1 (3k),3k,IT Services & Consulting , Mumbai +153 other locations,3k
291,Zensar Technologies,3.7 (3k),3k,IT Services & Consulting , Pune +29 other locations,3k
292,DS Group,4.1 (3k),3k,FMCG , Noida +285 other locations,3k
293,I Process Services,3.8 (3k),3k,Recruitment , Mumbai +406 other locations,3k
294,Tata Elxsi,3.4 (3k),3k,IT Services & Consulting , Bengaluru +30 other locations,3k
295,Suzlon Group,4.0 (3k),3k,Power , Pune +143 other locations,3k
296,Bharat Financial Inclusion,3.6 (3k),3k,Financial Services , Hyderabad +502 other locations,3k
297,ACC,3.9 (3k),3k,Building Material , Mumbai +274 other locations,3k
298,Eternal Limited,3.6 (2.9k),2.9k,Internet , Gurugram +220 other locations,2.9k
299,Fujitsu,3.8 (2.9k),2.9k,IT Services & Consulting , Pune +41 other locations,2.9k
300,VVDN Technologies,3.6 (2.9k),2.9k,IT Services & Consulting , Gurugram +49 other locations,2.9k
301,Indus Towers,3.6 (2.9k),2.9k,Telecom , Gurugram +243 other locations,2.9k
302,Shoppers Stop,4.0 (2.9k),2.9k,Retail , Mumbai +84 other locations,2.9k
303,Nokia,4.0 (2.9k),2.9k,Telecom , Bengaluru +168 other locations,2.9k
304,Yazaki,3.9 (2.9k),2.9k,Auto Components , Pune +94 other locations,2.9k
305,IKS Health,3.6 (2.9k),2.9k,Healthcare , Mumbai +31 other locations,2.9k
306,Apollo Tyres,4.0 (2.9k),2.9k,Auto Components , Chennai +180 other locations,2.9k
307,Zepto,3.5 (2.8k),2.8k,Internet , Bengaluru +106 other locations,2.8k
308,Tata Electronics,3.9 (2.8k),2.8k,Semiconductors , Hosur +53 other locations,2.8k
309,Shree Cement,3.8 (2.8k),2.8k,Building Material , Beawar +257 other locations,2.8k
310,Fiserv,2.8 (2.8k),2.8k,FinTech , Pune +33 other locations,2.8k
311,Britannia,4.0 (2.8k),2.8k,FMCG , Pune +306 other locations,2.8k
312,Landmark Group,3.8 (2.8k),2.8k,Retail , Bengaluru +175 other locations,2.8k
313,UnitedHealth,4.0 (2.8k),2.8k,Healthcare , Hyderabad +18 other locations,2.8k
314,Dalmia Bharat Cement,3.9 (2.8k),2.8k,Building Material , Guwahati +255 other locations,2.8k
315,SRF,4.1 (2.8k),2.8k,Chemicals , Bharuch +68 other locations,2.8k
316,Blue Dart Express Ltd,3.9 (2.8k),2.8k,Logistics , Mumbai +280 other locations,2.8k
317,Nestlé,3.8 (2.8k),2.8k,FMCG , Gurugram +281 other locations,2.8k
318,Kansai Nerolac Paints,3.8 (2.8k),2.8k,Chemicals , Mumbai +258 other locations,2.8k
319,Exide Industries,3.4 (2.7k),2.7k,Auto Components , Kolkata +200 other locations,2.7k
320,Shell,3.9 (2.7k),2.7k,Oil & Gas , Bengaluru +92 other locations,2.7k
321,ZS,3.1 (2.7k),2.7k,Management Consulting , Pune +17 other locations,2.7k
322,KPMG Global Services,3.4 (2.7k),2.7k,Management Consulting , Bengaluru +38 other locations,2.7k
323,Flex,4.0 (2.7k),2.7k,Electronics Manufacturing , Chennai +46 other locations,2.7k
324,Star Health & Allied Insurance,3.5 (2.7k),2.7k,Insurance , Chennai +334 other locations,2.7k
325,Micro Labs,3.6 (2.7k),2.7k,Pharma , Bengaluru +153 other locations,2.7k
326,Whitehat jr,3.3 (2.7k),2.7k,EdTech , Mumbai +48 other locations,2.7k
327,ElasticRun,3.6 (2.7k),2.7k,Logistics , Pune +390 other locations,2.7k
328,TVS Supply Chain Solutions,3.8 (2.7k),2.7k,Logistics , Chennai +154 other locations,2.7k
329,Exl India,3.5 (2.7k),2.7k,Logistics , New Delhi +45 other locations,2.7k
330,Capita,3.5 (2.7k),2.7k,BPO , Pune +31 other locations,2.7k
331,KFintech,3.4 (2.7k),2.7k,Financial Services , Hyderabad +114 other locations,2.7k
332,G4S,4.0 (2.6k),2.6k,Law Enforcement & Security , Gurugram +165 other locations,2.6k
333,Voltas,4.0 (2.6k),2.6k,Consumer Electronics & Appliances , Mumbai +207 other locations,2.6k
334,Blue Star,4.1 (2.6k),2.6k,Consumer Electronics & Appliances , Mumbai +148 other locations,2.6k
335,Sonalika Tractors,3.6 (2.6k),2.6k,Automobile , Hoshiarpur +196 other locations,2.6k
336,Ajanta Pharma,3.9 (2.6k),2.6k,Pharma , Mumbai +118 other locations,2.6k
337,Care Health Insurance,3.6 (2.6k),2.6k,Insurance , Gurugram +249 other locations,2.6k
338,BlackBuck,3.7 (2.6k),2.6k,Internet , Bengaluru +366 other locations,2.6k
339,Physicswallah,3.6 (2.6k),2.6k,EdTech , Noida +132 other locations,2.6k
340,Foxconn,3.9 (2.6k),2.6k,Electronics Manufacturing , Chennai +63 other locations,2.6k
341,Movate,3.1 (2.6k),2.6k,IT Services & Consulting , Chennai +38 other locations,2.6k
342,Domino's Pizza,3.9 (2.6k),2.6k,Hospitality , New Delhi +252 other locations,2.6k
343,Gallagher,3.7 (2.6k),2.6k,Insurance , Bengaluru +29 other locations,2.6k
344,NoBroker,3.0 (2.6k),2.6k,Internet , Bengaluru +47 other locations,2.6k
345,Fortis Healthcare,4.0 (2.6k),2.6k,Healthcare , New Delhi +70 other locations,2.6k
346,Adani Power,3.7 (2.6k),2.6k,Power , Mundra +129 other locations,2.6k
347,ACT Fibernet,3.8 (2.6k),2.6k,Telecom , Hyderabad +57 other locations,2.6k
348,DBS Bank,3.7 (2.6k),2.6k,Banking , Hyderabad +179 other locations,2.6k
349,Photon Interactive,4.0 (2.6k),2.6k,IT Services & Consulting , Chennai +19 other locations,2.6k
350,Tata Advanced Systems,3.7 (2.6k),2.6k,Defence & Aerospace , Bengaluru +58 other locations,2.6k
351,Himalaya Wellness,4.0 (2.6k),2.6k,Pharma , Bengaluru +243 other locations,2.6k
352,Foundever,3.4 (2.6k),2.6k,BPO , Hyderabad +22 other locations,2.6k
353,Sahrudaya Healthcare (Medicover Hospitals),4.4 (2.5k),2.5k,Healthcare , Hyderabad +46 other locations,2.5k
354,IntouchCX,2.7 (2.5k),2.5k,BPO , Hyderabad +22 other locations,2.5k
355,BT Group,3.8 (2.5k),2.5k,Telecom , Gurugram +25 other locations,2.5k
356,V-Mart,4.0 (2.5k),2.5k,Retail , Gurugram +286 other locations,2.5k
357,Sterlite Technologies,3.8 (2.5k),2.5k,Hardware & Networking , Chhatrapati Sambhajinagar +101 other locations,2.5k
358,Alldigi Tech,3.9 (2.5k),2.5k,BPO , Chennai +36 other locations,2.5k
359,Bajaj Electricals,3.9 (2.5k),2.5k,Consumer Electronics & Appliances , Mumbai +235 other locations,2.5k
360,Laurus Labs,4.3 (2.5k),2.5k,Pharma , Visakhapatnam +34 other locations,2.5k
361,JCB,3.9 (2.5k),2.5k,Industrial Machinery , Pune +112 other locations,2.5k
362,Northern Trust Operating Services,3.6 (2.5k),2.5k,Financial Services , Bengaluru +28 other locations,2.5k
363,Tractors and Farm Equipment,3.9 (2.5k),2.5k,Industrial Machinery , Chennai +193 other locations,2.5k
364,Sammaan Capital Limited,3.8 (2.5k),2.5k,NBFC , Gurugram +201 other locations,2.5k
365,Parle Agro,4.0 (2.5k),2.5k,Beverage , Mumbai +259 other locations,2.5k
366,Canara HSBC Life Insurance,3.6 (2.5k),2.5k,Insurance , Gurugram +322 other locations,2.5k
367,Planet Spark,3.8 (2.5k),2.5k,EdTech , Gurugram +60 other locations,2.5k
368,Patanjali Ayurved,3.9 (2.4k),2.4k,FMCG , Haridwar +301 other locations,2.4k
369,McDonald's,3.9 (2.4k),2.4k,Hospitality , New Delhi +151 other locations,2.4k
370,ICICI Securities,3.9 (2.4k),2.4k,Financial Services , Mumbai +149 other locations,2.4k
371,Hero FinCorp,3.9 (2.4k),2.4k,NBFC , New Delhi +394 other locations,2.4k
372,Emcure Pharmaceuticals,3.6 (2.4k),2.4k,Pharma , Pune +118 other locations,2.4k
373,Biocon Limited,4.0 (2.4k),2.4k,Biotechnology , Bengaluru +65 other locations,2.4k
374,Paras Hospital,4.1 (2.4k),2.4k,Healthcare , Patna +62 other locations,2.4k
375,Adani Group,3.8 (2.4k),2.4k,Power , Ahmedabad +198 other locations,2.4k
376,Intellect Design Arena,3.6 (2.4k),2.4k,Software Product , Chennai +40 other locations,2.4k
377,Datamatics Global Services,3.4 (2.4k),2.4k,IT Services & Consulting , Mumbai +37 other locations,2.4k
378,Statestreet HCL Services,3.4 (2.4k),2.4k,BPO , Chennai +18 other locations,2.4k
379,CorroHealth Infotech,3.6 (2.4k),2.4k,Analytics & KPO , Hyderabad +35 other locations,2.4k
380,Mahindra Holidays & Resorts,3.5 (2.4k),2.4k,Hospitality , Mumbai +113 other locations,2.4k
381,Mahindra Rural Housing Finance,4.0 (2.4k),2.4k,NBFC , Mumbai +469 other locations,2.4k
382,Taj Hotels Resorts and Palaces,4.2 (2.4k),2.4k,Hospitality , Mumbai +111 other locations,2.4k
383,Aditya Birla Group,4.1 (2.4k),2.4k,Metals & Mining , Mumbai +271 other locations,2.4k
384,Axis Direct,3.6 (2.4k),2.4k,Financial Services , Mumbai +271 other locations,2.4k
385,Cadila Pharmaceuticals,3.2 (2.4k),2.4k,Pharma , Ahmedabad +135 other locations,2.4k
386,3i Infotech,3.4 (2.4k),2.4k,IT Services & Consulting , Mumbai +131 other locations,2.4k
387,Syngene International,3.8 (2.4k),2.4k,Clinical Research , Bengaluru +22 other locations,2.4k
388,TaskUs,3.0 (2.4k),2.4k,BPO , Indore +36 other locations,2.4k
389,Cholamandalam MS General Insurance,3.7 (2.4k),2.4k,Insurance , Chennai +390 other locations,2.4k
390,Info Edge,3.9 (2.4k),2.4k,Internet , Noida +69 other locations,2.4k
391,Capgemini Engineering,3.3 (2.4k),2.4k,IT Services & Consulting , Bengaluru +28 other locations,2.4k
392,Delhi Public School,3.8 (2.3k),2.3k,Education & Training , New Delhi +277 other locations,2.3k
393,Bureau Veritas,3.8 (2.3k),2.3k,Other , Mumbai +148 other locations,2.3k
394,KocharTech,3.6 (2.3k),2.3k,IT Services & Consulting , Kolkata +25 other locations,2.3k
395,RMSI,3.6 (2.3k),2.3k,IT Services & Consulting , Hyderabad +25 other locations,2.3k
396,Aavas Financiers,3.9 (2.3k),2.3k,NBFC , Jaipur +295 other locations,2.3k
397,Cybage,3.8 (2.3k),2.3k,IT Services & Consulting , Pune +15 other locations,2.3k
398,Xoriant,4.1 (2.3k),2.3k,IT Services & Consulting , Pune +23 other locations,2.3k
399,Straive,3.3 (2.3k),2.3k,IT Services & Consulting , Chennai +31 other locations,2.3k
400,Kia India,3.9 (2.3k),2.3k,Automobile , Anantapur +191 other locations,2.3k
401,Sopra Steria,3.9 (2.3k),2.3k,IT Services & Consulting , Noida +20 other locations,2.3k
402,Akums Drugs & Pharmaceuticals Limited,4.2 (2.3k),2.3k,Pharma , Haridwar +39 other locations,2.3k
403,Apollo Pharmacy,3.7 (2.3k),2.3k,Pharma , Hyderabad +288 other locations,2.3k
404,Lifestyle,4.2 (2.3k),2.3k,Retail , Bengaluru +129 other locations,2.3k
405,GVK Emergency Management and Research Institute,3.6 (2.3k),2.3k,Non-Profit , Lucknow +214 other locations,2.3k
406,Eureka Forbes,3.6 (2.3k),2.3k,Consumer Electronics & Appliances , Mumbai +186 other locations,2.3k
407,GAO Tek,4.5 (2.3k),2.3k,Electrical Equipment , New York +43 other locations,2.3k
408,Sobha,3.8 (2.3k),2.3k,Real Estate , Bengaluru +39 other locations,2.3k
409,Lodha,4.2 (2.3k),2.3k,Real Estate , Mumbai +30 other locations,2.3k
410,Bharat Petroleum,4.2 (2.3k),2.3k,Oil & Gas , Mumbai +261 other locations,2.3k
411,Newgen Software Technologies,4.1 (2.3k),2.3k,IT Services & Consulting , Noida +32 other locations,2.3k
412,SBI Securities,3.6 (2.3k),2.3k,Financial Services , Mumbai +321 other locations,2.3k
413,Radisson Hotels,4.0 (2.3k),2.3k,Hospitality , New Delhi +129 other locations,2.3k
414,Unacademy,2.9 (2.3k),2.3k,EdTech , Bengaluru +73 other locations,2.3k
415,TCE,3.8 (2.3k),2.3k,Engineering & Construction , Mumbai +132 other locations,2.3k
416,Myntra,3.8 (2.2k),2.2k,Internet , Bengaluru +104 other locations,2.2k
417,Team Computers,3.6 (2.2k),2.2k,IT Services & Consulting , New Delhi +107 other locations,2.2k
418,Endurance Technologies Limited,4.0 (2.2k),2.2k,Auto Components , Chhatrapati Sambhajinagar +51 other locations,2.2k
419,Panasonic Life Solutions India,3.9 (2.2k),2.2k,Consumer Electronics & Appliances , Haridwar +168 other locations,2.2k
420,AWL Agri Business,4.0 (2.2k),2.2k,FMCG , Ahmedabad +203 other locations,2.2k
421,Daikin Airconditioning India Pvt. Ltd.,4.2 (2.2k),2.2k,Consumer Electronics & Appliances , Neemrana +109 other locations,2.2k
422,Star Union Dai-ichi Life Insurance,3.8 (2.2k),2.2k,Insurance , Mumbai +323 other locations,2.2k
423,Lava International,3.9 (2.2k),2.2k,Consumer Electronics & Appliances , Noida +223 other locations,2.2k
424,BNP Paribas,3.7 (2.2k),2.2k,Banking , Mumbai +27 other locations,2.2k
425,Cisco,4.1 (2.2k),2.2k,Hardware & Networking , Bengaluru +46 other locations,2.2k
426,Bharti AXA Life Insurance,3.6 (2.2k),2.2k,Insurance , Mumbai +243 other locations,2.2k
427,SBI General Insurance,3.6 (2.2k),2.2k,Insurance , Mumbai +291 other locations,2.2k
428,Indian Railways,4.2 (2.2k),2.2k,Railways , Kolkata +251 other locations,2.2k
429,Whirlpool,4.0 (2.2k),2.2k,Consumer Electronics & Appliances , Pune +173 other locations,2.2k
430,Meesho,3.7 (2.2k),2.2k,Internet , Bengaluru +133 other locations,2.2k
431,Renault Nissan Technology & Business Centre India,3.7 (2.2k),2.2k,Automobile , Chennai +21 other locations,2.2k
432,Coromandel International,4.1 (2.2k),2.2k,Agro Chemicals , Visakhapatnam +184 other locations,2.2k
433,Ambuja Cements,3.8 (2.2k),2.2k,Building Material , Mumbai +261 other locations,2.2k
434,GlaxoSmithKline Pharmaceuticals,4.0 (2.2k),2.2k,Pharma , Bengaluru +217 other locations,2.2k
435,Shahi Exports,3.9 (2.2k),2.2k,Fashion & Textile , Bengaluru +72 other locations,2.2k
436,ValueLabs,3.5 (2.2k),2.2k,IT Services & Consulting , Hyderabad +20 other locations,2.2k
437,Sify Technologies,3.6 (2.2k),2.2k,IT Services & Consulting , Chennai +134 other locations,2.2k
438,Allstate,3.7 (2.2k),2.2k,Insurance , Pune +17 other locations,2.2k
439,Nokia Networks,4.1 (2.2k),2.2k,Hardware & Networking , Chennai +87 other locations,2.2k
440,Bank of Baroda,3.5 (2.1k),2.1k,Banking , Mumbai +302 other locations,2.1k
441,Microsoft Corporation,3.8 (2.1k),2.1k,Software Product , Bengaluru +47 other locations,2.1k
442,Life Insurance Corporation of India,4.4 (2.1k),2.1k,Insurance , New Delhi +473 other locations,2.1k
443,Brakes India,3.9 (2.1k),2.1k,Auto Components , Chennai +100 other locations,2.1k
444,Mercedes-Benz Research and Development India,3.6 (2.1k),2.1k,IT Services & Consulting , Bengaluru +52 other locations,2.1k
445,Spark Minda,3.8 (2.1k),2.1k,Auto Components , Pune +75 other locations,2.1k
446,Cargill,3.9 (2.1k),2.1k,Food Processing , Bengaluru +122 other locations,2.1k
447,JK Tyre,3.8 (2.1k),2.1k,Auto Components , Chennai +148 other locations,2.1k
448,Poonawalla Fincorp,3.5 (2.1k),2.1k,NBFC , Pune +263 other locations,2.1k
449,BHEL,4.2 (2.1k),2.1k,Electrical Equipment , Bengaluru +130 other locations,2.1k
450,CAMS,3.6 (2.1k),2.1k,Financial Services , Chennai +109 other locations,2.1k
451,Generali Central Life Insurance,3.5 (2.1k),2.1k,Insurance , Mumbai +203 other locations,2.1k
452,upGrad,3.4 (2.1k),2.1k,EdTech , Bengaluru +51 other locations,2.1k
453,Jio Platforms,3.4 (2.1k),2.1k,IT Services & Consulting , Mumbai +106 other locations,2.1k
454,FirstCry,3.6 (2.1k),2.1k,Retail , Pune +213 other locations,2.1k
455,Saint-Gobain,3.8 (2.1k),2.1k,Building Material , Mumbai +104 other locations,2.1k
456,Power Mech Projects,3.8 (2.1k),2.1k,Engineering & Construction , Hyderabad +153 other locations,2.1k
457,Huawei Technologies,4.1 (2.1k),2.1k,Telecom , Bengaluru +104 other locations,2.1k
458,Nuvoco Vistas,4.1 (2.1k),2.1k,Building Material , Kolkata +201 other locations,2.1k
459,Pfizer,3.9 (2.1k),2.1k,Pharma , Visakhapatnam +134 other locations,2.1k
460,Manipal Hospitals,4.1 (2.1k),2.1k,Healthcare , Bengaluru +66 other locations,2.1k
461,Kotak Securities,3.5 (2.1k),2.1k,Financial Services , Mumbai +142 other locations,2.1k
462,Force Motors,3.7 (2.1k),2.1k,Automobile , Pune +107 other locations,2.1k
463,Simplex Infrastructures,3.4 (2.1k),2.1k,Engineering & Construction , Kolkata +139 other locations,2.1k
464,"Maruti Suzuki India Limited, Hansalpur",4.2 (2.1k),2.1k,Automobile , Ahmedabad +107 other locations,2.1k
465,NTT DATA Business Solutions,4.1 (2.1k),2.1k,IT Services & Consulting , Bengaluru +32 other locations,2.1k
466,ITC Hotels,4.1 (2.1k),2.1k,Hospitality , Bengaluru +95 other locations,2.1k
467,Reliance Trends,4.1 (2.1k),2.1k,Retail , Bengaluru +394 other locations,2.1k
468,Raymond Lifestyle Limited,4.2 (2.1k),2.1k,Fashion & Textile , Mumbai +150 other locations,2.1k
469,CitiusTech,3.1 (2.1k),2.1k,IT Services & Consulting , Mumbai +17 other locations,2.1k
470,Infinite Computer Solutions,3.3 (2.1k),2.1k,IT Services & Consulting , Bengaluru +36 other locations,2.1k
471,Ola Cabs,3.3 (2.1k),2.1k,Internet , Bengaluru +112 other locations,2.1k
472,IndusInd General Insurance,3.6 (2.1k),2.1k,Insurance , Mumbai +195 other locations,2.1k
473,Delphi TVS,3.8 (2.1k),2.1k,Auto Components , Chennai +61 other locations,2.1k
474,Renault-Nissan,4.1 (2k),2k,Automobile , Chennai +86 other locations,2k
475,Biological E,4.2 (2k),2k,Pharma , Hyderabad +73 other locations,2k
476,Extramarks Education,3.3 (2k),2k,EdTech , Noida +111 other locations,2k
